CREATED_DATE,USER_ID,GAMEMONEY_FLOW_TYPE,GAMEMONEY_USAGE_TYPE,GAMEMONEY_CNT
2024-08-25,11C99859459D9FF0,inc,2,100000
2024-08-25,11C99859459D9FF0,dec,1,313000
2024-08-25,11C99859459D9FF0,dec,17,576000
2024-08-25,11C99859459D9FF0,dec,200,92882
2024-08-25,11C99859459D9FF0,dec,2,13000
2024-08-25,11C99859459D9FF0,dec,21,408002
2024-08-25,11C99859459D9FF0,inc,21,2000000
2024-08-25,11C99859459D9FF0,dec,28,38890000
2024-08-25,0EC95AC06F2907F6,dec,21,2000000
2024-08-25,0EC95AC06F2907F6,inc,38,56373327
2024-08-25,0EC95AC06F2907F6,inc,41,109709600
2024-08-25,D50DCA18049E8099,inc,38,3314856
2024-08-25,BF1FE309DF8110CB,inc,1,74897
2024-08-25,BF1FE309DF8110CB,dec,200,65147554
2024-08-25,BF1FE309DF8110CB,dec,1,25260480
2024-08-25,BF1FE309DF8110CB,inc,38,57549283
2024-08-25,BF1FE309DF8110CB,dec,17,73600000
2024-08-25,BF1FE309DF8110CB,dec,21,4000000
2024-08-25,D8224604F2C381DA,dec,1,18000000
2024-08-25,D8224604F2C381DA,inc,41,54855000
2024-08-25,D8224604F2C381DA,inc,38,3650523
2024-08-25,D8224604F2C381DA,inc,2,882736
2024-08-25,D8224604F2C381DA,dec,200,2218603
2024-08-25,10FAE98B395FF877,inc,38,2156552
2024-08-25,B4189E9AF24F5B81,inc,38,181673
2024-08-25,1E5A984298D69240,inc,38,2830515
2024-08-25,43AFAA0E54772273,inc,1,336000
2024-08-25,43AFAA0E54772273,inc,38,9986017
2024-08-25,43AFAA0E54772273,dec,1,10000000
2024-08-25,0B6321CE09F8014C,dec,1,10000000
2024-08-25,0B6321CE09F8014C,inc,38,1332901
2024-08-25,74D271AA4962389B,inc,1,4668896
2024-08-25,74D271AA4962389B,dec,1,14000000
2024-08-25,74D271AA4962389B,inc,38,22870012
2024-08-25,74D271AA4962389B,dec,21,4100000
2024-08-25,74D271AA4962389B,dec,200,48196094
2024-08-25,74D271AA4962389B,inc,1000,100000000
2024-08-25,EAB190C33B942203,inc,1,6215950
2024-08-25,EAB190C33B942203,inc,38,251856539
2024-08-25,EAB190C33B942203,dec,1,4000000
2024-08-25,EAB190C33B942203,dec,200,181980594
2024-08-25,EAB190C33B942203,dec,21,4000000
2024-08-25,D004C974B8FBEFD3,inc,38,552503296
2024-08-25,2AC06D8AC5399688,inc,1,25
2024-08-25,2AC06D8AC5399688,inc,41,186126200
2024-08-25,2AC06D8AC5399688,dec,1,1
2024-08-25,2AC06D8AC5399688,inc,38,5635423
2024-08-25,2AC06D8AC5399688,dec,17,450000
2024-08-25,2AC06D8AC5399688,dec,200,16960054
2024-08-25,BCF3A48A66B08F3D,inc,1,408000
2024-08-25,BCF3A48A66B08F3D,inc,38,1896197
2024-08-25,BCF3A48A66B08F3D,dec,200,8126058
2024-08-25,1C3452FEE965B2C4,dec,17,36000
2024-08-25,1C3452FEE965B2C4,inc,1,32991000
2024-08-25,1C3452FEE965B2C4,dec,1,28800
2024-08-25,1C3452FEE965B2C4,dec,200,49768319
2024-08-25,1C3452FEE965B2C4,dec,21,6000000
2024-08-25,1C3452FEE965B2C4,inc,38,268339181
2024-08-25,904300FEF13DB63A,inc,38,99863228
2024-08-25,904300FEF13DB63A,dec,200,4911218
2024-08-25,904300FEF13DB63A,inc,1,5
2024-08-25,904300FEF13DB63A,dec,1,20252485
2024-08-25,904300FEF13DB63A,dec,21,4000000
2024-08-25,904300FEF13DB63A,dec,2,680000
2024-08-25,5041D25BCD9AEFD0,inc,41,38320100
2024-08-25,5041D25BCD9AEFD0,inc,38,1305471
2024-08-25,8D7A7E278885FEA3,inc,38,4003664
2024-08-25,2AB19F68D6580995,inc,1,4356194
2024-08-25,2AB19F68D6580995,dec,200,4732323
2024-08-25,2AB19F68D6580995,dec,1,4319680
2024-08-25,2AB19F68D6580995,inc,38,2635064
2024-08-25,DA5D0CC3D280CCC3,dec,200,181302644
2024-08-25,DA5D0CC3D280CCC3,inc,38,9022466
2024-08-25,DA5D0CC3D280CCC3,dec,1,5493800
2024-08-25,DA5D0CC3D280CCC3,inc,1,4729870
2024-08-25,C12A2536B0EF2854,inc,1,17263000
2024-08-25,C12A2536B0EF2854,dec,200,9250215
2024-08-25,C12A2536B0EF2854,dec,21,2000000
2024-08-25,C12A2536B0EF2854,inc,38,428547333
2024-08-25,34C83779C42D8CF1,inc,38,4173639
2024-08-25,1224D5C5BAF73DC5,inc,38,548432620
2024-08-25,1224D5C5BAF73DC5,inc,41,389695800
2024-08-25,1224D5C5BAF73DC5,dec,200,17624761
2024-08-25,1224D5C5BAF73DC5,dec,2000,1500000000
2024-08-25,853AE97A6EF866B8,dec,1,4380160
2024-08-25,853AE97A6EF866B8,inc,1,528056
2024-08-25,853AE97A6EF866B8,inc,38,9853343
2024-08-25,BA2C9ECC2D4D0A53,dec,21,2000000
2024-08-25,BA2C9ECC2D4D0A53,dec,200,12050110
2024-08-25,BA2C9ECC2D4D0A53,inc,38,65358061
2024-08-25,56F04983770F024C,dec,21,4
2024-08-25,56F04983770F024C,dec,200,2442583
2024-08-25,56F04983770F024C,inc,1,120000
2024-08-25,56F04983770F024C,inc,38,1876197
2024-08-25,BCA35D9FEB78A444,dec,21,2000000
2024-08-25,BCA35D9FEB78A444,dec,2000,900000000
2024-08-25,BCA35D9FEB78A444,inc,38,15744331
2024-08-25,9E1CD9BA9BDDD60B,inc,1,305450
2024-08-25,9E1CD9BA9BDDD60B,inc,38,1274743
2024-08-25,16F8985B01CDB65E,dec,200,46328216
2024-08-25,253A25B3E41E7C24,dec,200,145210
2024-08-25,253A25B3E41E7C24,inc,38,150632642
2024-08-25,253A25B3E41E7C24,dec,21,4000000
2024-08-25,17D63F838B167251,inc,38,1879047
2024-08-25,17D63F838B167251,dec,1,2000000
2024-08-25,2A7139D081F4B356,inc,38,3388169
2024-08-25,5C483315F0F593B8,inc,1000,4100000000
2024-08-25,5C483315F0F593B8,dec,200,2500106
2024-08-25,701BB19CAED44423,inc,1,25
2024-08-25,701BB19CAED44423,inc,38,2122019
2024-08-25,701BB19CAED44423,dec,1,8000000
2024-08-25,701BB19CAED44423,dec,200,78
2024-08-25,B28C871C85D2EAB9,inc,38,8430157
2024-08-25,193A31655D5E5E29,inc,1,979997
2024-08-25,193A31655D5E5E29,inc,38,21155745
2024-08-25,075FC184EA7504E2,inc,1,6763250
2024-08-25,075FC184EA7504E2,dec,2000,1100000000
2024-08-25,075FC184EA7504E2,dec,21,8000000
2024-08-25,075FC184EA7504E2,dec,1,12096000
2024-08-25,075FC184EA7504E2,inc,38,101075648
2024-08-25,075FC184EA7504E2,dec,200,38255708
2024-08-25,5E9568E900CF478D,inc,2,46000000
2024-08-25,5E9568E900CF478D,inc,1,3150000
2024-08-25,5E9568E900CF478D,inc,38,338272
2024-08-25,5E9568E900CF478D,dec,1,63360
2024-08-25,E953B0D426AB8DB1,dec,42,90000000
2024-08-25,E953B0D426AB8DB1,dec,1,14000000
2024-08-25,F5011EB5E2EBF095,dec,21,2000000
2024-08-25,F5011EB5E2EBF095,dec,200,16304671
2024-08-25,F5011EB5E2EBF095,inc,38,19276927
2024-08-25,F709CE91CB5A83C7,inc,38,3565362
2024-08-25,015404BD8E5BE940,inc,38,14073936
2024-08-25,015404BD8E5BE940,dec,200,92850770
2024-08-25,015404BD8E5BE940,inc,2,400000
2024-08-25,015404BD8E5BE940,dec,1,2000000
2024-08-25,015404BD8E5BE940,dec,21,2000000
2024-08-25,6E621F9BC20CBBF9,inc,38,1914578
2024-08-25,6E621F9BC20CBBF9,dec,200,26032035
2024-08-25,6E621F9BC20CBBF9,inc,1,7910517
2024-08-25,6E621F9BC20CBBF9,dec,28,8180000
2024-08-25,BE463414AA256D18,inc,1,1533200
2024-08-25,BE463414AA256D18,dec,1,666318
2024-08-25,BE463414AA256D18,inc,38,2093981
2024-08-25,BE463414AA256D18,dec,21,827000
2024-08-25,BE463414AA256D18,inc,21,3000000
2024-08-25,BE463414AA256D18,inc,2,100000
2024-08-25,39CABEB16732F46D,dec,200,787507
2024-08-25,39CABEB16732F46D,inc,38,8701171
2024-08-25,39CABEB16732F46D,inc,1,6543694
2024-08-25,39CABEB16732F46D,inc,41,109486000
2024-08-25,925ABC4F1ACEE166,inc,38,12025975
2024-08-25,925ABC4F1ACEE166,dec,17,5600000
2024-08-25,925ABC4F1ACEE166,inc,2,816942
2024-08-25,925ABC4F1ACEE166,inc,1,15937023
2024-08-25,925ABC4F1ACEE166,dec,200,556742
2024-08-25,BCCBA0E94D298ED7,dec,1,2127680
2024-08-25,BCCBA0E94D298ED7,dec,21,2000000
2024-08-25,BCCBA0E94D298ED7,inc,38,5225359
2024-08-25,BCCBA0E94D298ED7,dec,47,293300000
2024-08-25,8D8A5A2508045D3A,dec,2000,400000000
2024-08-25,8D8A5A2508045D3A,dec,1,4000
2024-08-25,8D8A5A2508045D3A,inc,38,10763514
2024-08-25,8D8A5A2508045D3A,dec,17,82400000
2024-08-25,8D8A5A2508045D3A,dec,200,260210
2024-08-25,26FC2E90A2C319CA,inc,41,274274000
2024-08-25,26FC2E90A2C319CA,dec,2000,100000000
2024-08-25,26FC2E90A2C319CA,inc,38,15024161
2024-08-25,26FC2E90A2C319CA,dec,200,90000000
2024-08-25,6C5F08260F7E03C1,dec,200,422368106
2024-08-25,6C5F08260F7E03C1,dec,2000,1100000000
2024-08-25,6C5F08260F7E03C1,dec,21,10000000
2024-08-25,6C5F08260F7E03C1,dec,1,12000000
2024-08-25,6C5F08260F7E03C1,dec,17,40800000
2024-08-25,6C5F08260F7E03C1,inc,41,1445193600
2024-08-25,6C5F08260F7E03C1,inc,1,8476200
2024-08-25,6C5F08260F7E03C1,inc,38,575405174
2024-08-25,4774189ACE91E240,inc,38,4679230
2024-08-25,4774189ACE91E240,dec,200,55599708
2024-08-25,4774189ACE91E240,dec,47,293300000
2024-08-25,4774189ACE91E240,inc,2,323219
2024-08-25,4774189ACE91E240,inc,41,273715000
2024-08-25,4774189ACE91E240,dec,1,10000000
2024-08-25,6C134BD75BD6F1B4,dec,200,900106
2024-08-25,6C134BD75BD6F1B4,inc,1,45131
2024-08-25,6C134BD75BD6F1B4,inc,38,8379400
2024-08-25,8C606438439B0B70,dec,1,150000
2024-08-25,8C606438439B0B70,inc,1,432000
2024-08-25,8C606438439B0B70,inc,38,13073
2024-08-25,F4CA48D78225C5DB,inc,41,76640200
2024-08-25,F4CA48D78225C5DB,inc,38,1859277
2024-08-25,196AD1EEFD967CE3,dec,1,2000000
2024-08-25,196AD1EEFD967CE3,dec,200,4674739
2024-08-25,196AD1EEFD967CE3,dec,21,2000000
2024-08-25,196AD1EEFD967CE3,dec,2,5000
2024-08-25,196AD1EEFD967CE3,inc,38,7251833
2024-08-25,196AD1EEFD967CE3,dec,17,1150000
2024-08-25,EDE00D68F8E5139E,inc,38,169309916
2024-08-25,EDE00D68F8E5139E,dec,200,2787631
2024-08-25,EDE00D68F8E5139E,dec,1,4000000
2024-08-25,EDE00D68F8E5139E,inc,41,274274000
2024-08-25,8B4F329786BCDB56,dec,1,197760
2024-08-25,8B4F329786BCDB56,inc,38,4952041
2024-08-25,8B4F329786BCDB56,inc,1,612000
2024-08-25,8B4F329786BCDB56,dec,17,512000
2024-08-25,8B4F329786BCDB56,dec,200,972285
2024-08-25,B8ED98AA91274DA6,inc,38,4323080
2024-08-25,1310A6BE8B5A7F69,dec,200,1004176
2024-08-25,1310A6BE8B5A7F69,inc,38,5166851
2024-08-25,5048D1A2D7F2910B,dec,200,162111914
2024-08-25,5048D1A2D7F2910B,dec,21,4000000
2024-08-25,5048D1A2D7F2910B,inc,38,61055426
2024-08-25,D140039A4510B526,inc,38,4883283
2024-08-25,CA8E3E920DBA1A24,dec,200,25350206
2024-08-25,CA8E3E920DBA1A24,inc,38,4945686
2024-08-25,,dec,1,24000000
2024-08-25,C87407E157A8476A,dec,1,60481
2024-08-25,C87407E157A8476A,dec,200,5042180
2024-08-25,C87407E157A8476A,inc,38,1615700
2024-08-25,C87407E157A8476A,inc,1,1655218
2024-08-25,3699DAD4B7DB9F58,dec,200,23598084
2024-08-25,65A8C84027523650,inc,38,1246856
2024-08-25,92F0462D8F558B15,dec,200,33650
2024-08-25,92F0462D8F558B15,inc,1,335000
2024-08-25,92F0462D8F558B15,inc,38,1611396
2024-08-25,92F0462D8F558B15,inc,6,4000000000
2024-08-25,EF2B0994D68C287F,dec,35,1474300000
2024-08-25,EF2B0994D68C287F,dec,200,6321357
2024-08-25,EF2B0994D68C287F,inc,38,3207917
2024-08-25,EF2B0994D68C287F,dec,1,124800
2024-08-25,EF2B0994D68C287F,inc,1,1560000
2024-08-25,EF2B0994D68C287F,dec,2,45000
2024-08-25,97BC01A67118A7E4,dec,35,936200000
2024-08-25,97BC01A67118A7E4,dec,200,3112907
2024-08-25,97BC01A67118A7E4,inc,38,2498160
2024-08-25,40E1E453A36F04A0,inc,38,2266790
2024-08-25,40E1E453A36F04A0,inc,1,676003
2024-08-25,555C28AA72B02F92,inc,2,1829629
2024-08-25,555C28AA72B02F92,inc,38,398417786
2024-08-25,555C28AA72B02F92,dec,200,3650966
2024-08-25,555C28AA72B02F92,dec,1,61800
2024-08-25,555C28AA72B02F92,inc,1,3104652
2024-08-25,555C28AA72B02F92,dec,21,6000005
2024-08-25,35DAAA2D4DD90A0C,dec,1,28800
2024-08-25,35DAAA2D4DD90A0C,inc,1,283000
2024-08-25,35DAAA2D4DD90A0C,inc,38,3172480
2024-08-25,99DC72C55A8B78EA,inc,38,1270470
2024-08-25,AC2C04272A002F0C,dec,200,86453934
2024-08-25,AC2C04272A002F0C,inc,1000,100000000
2024-08-25,AC2C04272A002F0C,inc,38,209151894
2024-08-25,1DB24E4608C70FA9,inc,38,7339278
2024-08-25,1DB24E4608C70FA9,dec,200,788183
2024-08-25,1DB24E4608C70FA9,dec,1,6000000
2024-08-25,1DB24E4608C70FA9,inc,41,109709600
2024-08-25,493C0F1B7967A3CE,inc,38,14715332
2024-08-25,493C0F1B7967A3CE,inc,41,186506600
2024-08-25,493C0F1B7967A3CE,dec,28,40920000
2024-08-25,493C0F1B7967A3CE,inc,1,385000
2024-08-25,493C0F1B7967A3CE,dec,17,25000
2024-08-25,898E1369860C2121,inc,38,2592292
2024-08-25,83A8E879DE78AE6D,inc,38,32832360
2024-08-25,83A8E879DE78AE6D,dec,200,20375
2024-08-25,83A8E879DE78AE6D,dec,1,192000
2024-08-25,86D186869E91C836,inc,38,2793536
2024-08-25,BB3B6ED430F7A9F1,dec,200,206877
2024-08-25,BB3B6ED430F7A9F1,inc,38,2490453
2024-08-25,BB3B6ED430F7A9F1,inc,1000,400000000
2024-08-25,F6732F36334DA797,dec,200,225015
2024-08-25,F6732F36334DA797,inc,38,66230388
2024-08-25,F6732F36334DA797,dec,21,8000000
2024-08-25,F6732F36334DA797,inc,1,332000
2024-08-25,F6732F36334DA797,dec,1,2028800
2024-08-25,CA451AEEF72E40E3,inc,1,4656781
2024-08-25,CA451AEEF72E40E3,inc,38,20922484
2024-08-25,CA451AEEF72E40E3,dec,35,448500000
2024-08-25,F28E5A84DDB2284F,inc,1,83600
2024-08-25,F28E5A84DDB2284F,inc,38,1616038
2024-08-25,F28E5A84DDB2284F,dec,200,70489186
2024-08-25,F28E5A84DDB2284F,dec,21,10000
2024-08-25,0C5E541E1C4D275B,inc,38,1822752
2024-08-25,1C42CCC027E4207B,inc,38,124162125
2024-08-25,1C42CCC027E4207B,dec,1,16000000
2024-08-25,1C42CCC027E4207B,dec,21,2000000
2024-08-25,1C42CCC027E4207B,dec,17,900000
2024-08-25,8BF9B063B9B7D06C,inc,41,1316515200
2024-08-25,8BF9B063B9B7D06C,inc,1,204026
2024-08-25,8BF9B063B9B7D06C,dec,2000,300000000
2024-08-25,8BF9B063B9B7D06C,inc,38,529061255
2024-08-25,8BF9B063B9B7D06C,dec,200,57574291
2024-08-25,8BF9B063B9B7D06C,dec,1,8000000
2024-08-25,8BF9B063B9B7D06C,dec,21,2000000
2024-08-25,3E347BC0A2146E31,dec,200,187415
2024-08-25,3E347BC0A2146E31,inc,38,1196430
2024-08-25,3E347BC0A2146E31,inc,1,251720
2024-08-25,3E347BC0A2146E31,dec,1,5760
2024-08-25,729887AF624D8202,inc,2,900000
2024-08-25,729887AF624D8202,dec,1,63360
2024-08-25,729887AF624D8202,dec,17,111200000
2024-08-25,729887AF624D8202,inc,38,4481438
2024-08-25,729887AF624D8202,inc,41,1094860000
2024-08-25,729887AF624D8202,dec,200,2175841
2024-08-25,729887AF624D8202,dec,28,29320000
2024-08-25,729887AF624D8202,dec,2000,900000000
2024-08-25,729887AF624D8202,inc,1,725580
2024-08-25,729887AF624D8202,dec,21,2000002
2024-08-25,AF780E02A5EE0752,inc,38,217193539
2024-08-25,AF780E02A5EE0752,dec,21,2000000
2024-08-25,AF780E02A5EE0752,dec,200,55661
2024-08-25,AF780E02A5EE0752,dec,1,10000000
2024-08-25,9E0EF208EEA0C5A7,inc,38,2752246
2024-08-25,9E0EF208EEA0C5A7,dec,200,472605
2024-08-25,DDCD96897D7DF746,inc,38,4661888
2024-08-25,CCEC3C4278CD681D,inc,1,2851314
2024-08-25,CCEC3C4278CD681D,dec,200,25000050
2024-08-25,CCEC3C4278CD681D,dec,1,8002880
2024-08-25,CCEC3C4278CD681D,dec,17,200000
2024-08-25,CCEC3C4278CD681D,inc,38,9176553
2024-08-25,CCEC3C4278CD681D,dec,21,14000000
2024-08-25,423B6691D1CCAC7F,dec,200,833544
2024-08-25,423B6691D1CCAC7F,inc,38,9629752
2024-08-25,423B6691D1CCAC7F,inc,2,250000
2024-08-25,B1DF40DE6F4D02E8,inc,41,1481079600
2024-08-25,B1DF40DE6F4D02E8,dec,1,2000000
2024-08-25,B1DF40DE6F4D02E8,dec,17,21600000
2024-08-25,B1DF40DE6F4D02E8,inc,38,5315435
2024-08-25,B1DF40DE6F4D02E8,dec,200,500000142
2024-08-25,7400934DFA47EDC3,inc,1,1204546
2024-08-25,7400934DFA47EDC3,inc,38,2711040
2024-08-25,7400934DFA47EDC3,dec,200,11089485
2024-08-25,32C99058BCEAA6F2,dec,21,1
2024-08-25,32C99058BCEAA6F2,inc,38,2518642
2024-08-25,32C99058BCEAA6F2,dec,2000,400000000
2024-08-25,32C99058BCEAA6F2,inc,41,218972000
2024-08-25,D90B798839079E01,inc,38,2890292
2024-08-25,461977954F03EDBC,dec,1,2000000
2024-08-25,461977954F03EDBC,dec,200,41963351
2024-08-25,461977954F03EDBC,inc,38,541027162
2024-08-25,461977954F03EDBC,dec,21,8000000
2024-08-25,461977954F03EDBC,inc,1,25090954
2024-08-25,3DEB41E683C93FC0,inc,38,102235
2024-08-25,02349DF0087E9D26,inc,38,1452008
2024-08-25,02349DF0087E9D26,dec,200,4605
2024-08-25,B811D0BBA733672D,dec,21,4000000
2024-08-25,B811D0BBA733672D,dec,17,59744000
2024-08-25,B811D0BBA733672D,dec,1,2000000
2024-08-25,B811D0BBA733672D,inc,41,1423318000
2024-08-25,B811D0BBA733672D,dec,200,226887284
2024-08-25,B811D0BBA733672D,inc,38,602600290
2024-08-25,942F91291D0FE017,dec,200,15278200
2024-08-25,942F91291D0FE017,inc,41,1423988800
2024-08-25,942F91291D0FE017,dec,2000,1000000000
2024-08-25,942F91291D0FE017,inc,38,333702504
2024-08-25,942F91291D0FE017,inc,1,1577078
2024-08-25,942F91291D0FE017,dec,21,4000000
2024-08-25,90EF1836C37B7E5C,inc,38,2370886
2024-08-25,66F0B6B033BC187C,inc,38,9560179
2024-08-25,8CF87E0D43C96FEC,dec,200,341025
2024-08-25,8CF87E0D43C96FEC,inc,38,385892
2024-08-25,8CF87E0D43C96FEC,dec,1,1
2024-08-25,8CF87E0D43C96FEC,inc,1,1387527
2024-08-25,6ED3557E36286BCD,inc,38,9939460
2024-08-25,6ED3557E36286BCD,dec,21,6000000
2024-08-25,6ED3557E36286BCD,dec,1,4000000
2024-08-25,5BC90641E1C1CCEC,inc,38,215589549
2024-08-25,5BC90641E1C1CCEC,dec,42,180000000
2024-08-25,5BC90641E1C1CCEC,dec,1,18000000
2024-08-25,5BC90641E1C1CCEC,inc,1,204559
2024-08-25,5BC90641E1C1CCEC,dec,21,4000000
2024-08-25,5BC90641E1C1CCEC,dec,200,45092581
2024-08-25,2A38FB352E84C5F1,inc,1,32578856
2024-08-25,2A38FB352E84C5F1,dec,200,58452533
2024-08-25,2A38FB352E84C5F1,inc,38,552486147
2024-08-25,DC3E96E221A2800B,inc,38,3019804
2024-08-25,DC3E96E221A2800B,dec,200,66605
2024-08-25,95943283BD053D6B,dec,200,23943659
2024-08-25,95943283BD053D6B,inc,38,539336533
2024-08-25,95943283BD053D6B,inc,1,9147700
2024-08-25,518B6609E772FAB6,dec,2000,200000000
2024-08-25,518B6609E772FAB6,dec,1,96000
2024-08-25,518B6609E772FAB6,inc,1,709511
2024-08-25,518B6609E772FAB6,inc,38,6029003
2024-08-25,4A5A9835B519FB91,dec,21,6000000
2024-08-25,4A5A9835B519FB91,inc,38,73363706
2024-08-25,4A5A9835B519FB91,dec,200,581840
2024-08-25,4A5A9835B519FB91,dec,1,8000000
2024-08-25,4A5A9835B519FB91,inc,1,165000
2024-08-25,DEB23402BB36CD46,inc,38,2260652
2024-08-25,DEB23402BB36CD46,dec,200,4425841
2024-08-25,45C03021CFE1547E,inc,38,1551014
2024-08-25,CA63B5896222EF91,dec,28,6390000
2024-08-25,CA63B5896222EF91,inc,2,143706
2024-08-25,CA63B5896222EF91,inc,38,79206959
2024-08-25,CA63B5896222EF91,dec,21,100
2024-08-25,CA63B5896222EF91,dec,17,150000
2024-08-25,7B1374806636DE03,dec,1,4000000
2024-08-25,7B1374806636DE03,dec,200,1784027
2024-08-25,7B1374806636DE03,inc,38,7344608
2024-08-25,3BC6B7BFE9EEABE8,dec,35,1782000000
2024-08-25,3BC6B7BFE9EEABE8,dec,1,19228800
2024-08-25,3BC6B7BFE9EEABE8,dec,200,1177347
2024-08-25,3BC6B7BFE9EEABE8,dec,28,165030000
2024-08-25,3BC6B7BFE9EEABE8,inc,1,408000
2024-08-25,3BC6B7BFE9EEABE8,inc,38,91717317
2024-08-25,5F460B1D6AFAA46B,inc,41,548548000
2024-08-25,5F460B1D6AFAA46B,dec,21,6000003
2024-08-25,5F460B1D6AFAA46B,inc,38,285478644
2024-08-25,5F460B1D6AFAA46B,inc,1,204000
2024-08-25,5F460B1D6AFAA46B,dec,1,2000000
2024-08-25,5F460B1D6AFAA46B,dec,2000,1500000000
2024-08-25,5F460B1D6AFAA46B,dec,200,220500
2024-08-25,2FDF1019C9667C81,dec,200,1090124
2024-08-25,2FDF1019C9667C81,inc,38,3259234
2024-08-25,2FDF1019C9667C81,dec,21,4000000
2024-08-25,A53DBABA4EE81E42,inc,38,15476069
2024-08-25,C5C274F5BAE6A7CE,dec,1,8000000
2024-08-25,C5C274F5BAE6A7CE,inc,38,64683832
2024-08-25,C5C274F5BAE6A7CE,dec,200,7440186
2024-08-25,D3D7BF93794493A0,inc,38,4756
2024-08-25,B874209D561F6E7F,dec,200,206772
2024-08-25,B874209D561F6E7F,dec,2000,200000000
2024-08-25,B874209D561F6E7F,inc,38,10836134
2024-08-25,B874209D561F6E7F,inc,1,1713466
2024-08-25,B874209D561F6E7F,inc,2,753793
2024-08-25,8B7E7EFEE4AA0358,inc,38,5833562
2024-08-25,8B7E7EFEE4AA0358,dec,1,673920
2024-08-25,F3AC165B090D970D,inc,38,462384064
2024-08-25,F3AC165B090D970D,dec,35,934700000
2024-08-25,F3AC165B090D970D,dec,28,1510520000
2024-08-25,9D77F85896CA4063,dec,1,8198000
2024-08-25,9D77F85896CA4063,dec,200,3980259
2024-08-25,9D77F85896CA4063,dec,21,8000000
2024-08-25,9D77F85896CA4063,inc,38,512603047
2024-08-25,9D77F85896CA4063,inc,2,6796572
2024-08-25,,inc,1,10026000
2024-08-25,41400AE645BA891B,dec,200,79648916
2024-08-25,41400AE645BA891B,inc,38,4349256
2024-08-25,41400AE645BA891B,inc,1,412008
2024-08-25,41400AE645BA891B,dec,1,8000000
2024-08-25,FF1114647AF4830F,dec,2000,100000000
2024-08-25,FF1114647AF4830F,inc,41,219419200
2024-08-25,FF1114647AF4830F,dec,200,28298272
2024-08-25,FF1114647AF4830F,inc,38,8183416
2024-08-25,158FCAEAEB51AE62,dec,35,454700000
2024-08-25,158FCAEAEB51AE62,dec,1,768
2024-08-25,158FCAEAEB51AE62,dec,200,421981
2024-08-25,158FCAEAEB51AE62,inc,38,8451577
2024-08-25,158FCAEAEB51AE62,dec,28,104630000
2024-08-25,E1F142E7E0298590,inc,1,870393
2024-08-25,E1F142E7E0298590,dec,1,6000000
2024-08-25,E1F142E7E0298590,inc,38,133359687
2024-08-25,E1F142E7E0298590,dec,21,4000000
2024-08-25,83A2A09B0792F22D,inc,1,46025
2024-08-25,83A2A09B0792F22D,dec,1,18046001
2024-08-25,83A2A09B0792F22D,inc,38,148508659
2024-08-25,83A2A09B0792F22D,dec,21,4012000
2024-08-25,D08F92DAEE9DC787,dec,1,400001
2024-08-25,D08F92DAEE9DC787,inc,1,413016
2024-08-25,D08F92DAEE9DC787,inc,38,982262
2024-08-25,90DAB91B570B3B53,inc,38,10148
2024-08-25,BDBF92E3865592A8,inc,38,2414205
2024-08-25,941689660FCAAD74,inc,38,2850148
2024-08-25,92A2AA78154BACEB,inc,38,2556780
2024-08-25,92A2AA78154BACEB,dec,200,86650708
2024-08-25,92A2AA78154BACEB,inc,1,403553
2024-08-25,92A2AA78154BACEB,dec,21,6000000
2024-08-25,92A2AA78154BACEB,dec,1,26000000
2024-08-25,92A2AA78154BACEB,dec,35,41700000
2024-08-25,717E75F44D273F3E,inc,38,6968
2024-08-25,A29CBE087E6463D0,inc,38,372411772
2024-08-25,C5024EA4AA657957,dec,1,28800
2024-08-25,C5024EA4AA657957,inc,1,700000
2024-08-25,C5024EA4AA657957,dec,200,407924
2024-08-25,C5024EA4AA657957,inc,38,9746334
2024-08-25,DE33E93801628351,inc,38,2715261
2024-08-25,6A8178EFD684B2E8,inc,38,930585028
2024-08-25,6A8178EFD684B2E8,dec,200,8377042
2024-08-25,6A8178EFD684B2E8,inc,41,822822000
2024-08-25,3ED192CD02C21C63,dec,1,2
2024-08-25,3ED192CD02C21C63,inc,2,22000000
2024-08-25,3ED192CD02C21C63,inc,1,484480
2024-08-25,3ED192CD02C21C63,inc,38,2987044
2024-08-25,E15B4EE8D17BD888,dec,17,784000
2024-08-25,E15B4EE8D17BD888,dec,1,6444480
2024-08-25,E15B4EE8D17BD888,inc,38,227513838
2024-08-25,E15B4EE8D17BD888,dec,21,2000000
2024-08-25,E15B4EE8D17BD888,inc,2,467505
2024-08-25,E15B4EE8D17BD888,inc,1,22522557
2024-08-25,3EFC4BC30B45FAF9,inc,38,1038724305
2024-08-25,557C0549BDD046FB,inc,41,164564600
2024-08-25,557C0549BDD046FB,inc,38,2076041
2024-08-25,557C0549BDD046FB,dec,2000,100000000
2024-08-25,A74CFE864C574A9B,dec,21,2000000
2024-08-25,A74CFE864C574A9B,inc,38,53738598
2024-08-25,A74CFE864C574A9B,dec,1,2000000
2024-08-25,B9A40F215FDB59AC,dec,17,784000
2024-08-25,B9A40F215FDB59AC,inc,38,27487
2024-08-25,B9A40F215FDB59AC,inc,41,274274000
2024-08-25,A937623E139CB77D,inc,38,14536273
2024-08-25,A937623E139CB77D,inc,2,637440
2024-08-25,84953788ADA873F7,inc,38,204320351
2024-08-25,84953788ADA873F7,dec,200,100105
