CREATED_DATE,USER_ID,GAMEMONEY_FLOW_TYPE,GAMEMONEY_USAGE_TYPE,GAMEMONEY_CNT
2024-08-24,58FA0B0BC1299790,dec,21,4000000
2024-08-24,58FA0B0BC1299790,inc,38,3400264
2024-08-24,58FA0B0BC1299790,dec,1,12000000
2024-08-24,96B4D29F2CB8CF1B,dec,200,220210
2024-08-24,96B4D29F2CB8CF1B,inc,38,1968557
2024-08-24,96B4D29F2CB8CF1B,dec,1,2880
2024-08-24,FF99A7E5AE2110AB,inc,1,25000
2024-08-24,FF99A7E5AE2110AB,dec,2000,100000000
2024-08-24,FF99A7E5AE2110AB,inc,2,122115
2024-08-24,FF99A7E5AE2110AB,inc,41,109486000
2024-08-24,FF99A7E5AE2110AB,inc,38,4504672
2024-08-24,FF99A7E5AE2110AB,dec,200,235511264
2024-08-24,FF99A7E5AE2110AB,dec,28,83040000
2024-08-24,FF99A7E5AE2110AB,dec,1,19200
2024-08-24,FF99A7E5AE2110AB,dec,17,392000
2024-08-24,8B86854D82F049B2,dec,28,2170000
2024-08-24,8B86854D82F049B2,inc,38,1735669
2024-08-24,3D65F3187B088889,inc,38,8590283
2024-08-24,FC1B6F9C0105129F,dec,1,576000
2024-08-24,8AA0203014C752F9,dec,2000,700000000
2024-08-24,8AA0203014C752F9,dec,1,16290000
2024-08-24,8AA0203014C752F9,dec,200,6111219
2024-08-24,8AA0203014C752F9,inc,41,1094860000
2024-08-24,8AA0203014C752F9,dec,21,4000000
2024-08-24,8AA0203014C752F9,inc,38,34305602
2024-08-24,47937E309D51E205,dec,200,1718167
2024-08-24,47937E309D51E205,dec,21,4000000
2024-08-24,47937E309D51E205,inc,1,14460900
2024-08-24,47937E309D51E205,inc,38,513042359
2024-08-24,47937E309D51E205,dec,1,1248000
2024-08-24,EA9162D1B9400E46,dec,2000,200000000
2024-08-24,EA9162D1B9400E46,inc,41,481738400
2024-08-24,EA9162D1B9400E46,inc,38,3520342
2024-08-24,0643A54DF2132B52,dec,1,100001
2024-08-24,0643A54DF2132B52,inc,1,1688041
2024-08-24,0643A54DF2132B52,dec,200,180210
2024-08-24,0643A54DF2132B52,inc,38,3643759
2024-08-24,DFDF181C3860D60E,dec,21,4000000
2024-08-24,DFDF181C3860D60E,inc,38,413905454
2024-08-24,DFDF181C3860D60E,dec,1,4000000
2024-08-24,DFDF181C3860D60E,dec,200,22991289
2024-08-24,458D23F3FD10CD77,dec,17,129024000
2024-08-24,458D23F3FD10CD77,inc,1,408052
2024-08-24,458D23F3FD10CD77,dec,21,6000000
2024-08-24,458D23F3FD10CD77,dec,1,2880
2024-08-24,458D23F3FD10CD77,dec,200,10260250
2024-08-24,A03F1769352ECDB1,dec,21,4000000
2024-08-24,A03F1769352ECDB1,inc,41,328458000
2024-08-24,A03F1769352ECDB1,inc,38,260118032
2024-08-24,A03F1769352ECDB1,dec,2000,500000000
2024-08-24,3AD949FCC9FB48A8,dec,200,787710
2024-08-24,3AD949FCC9FB48A8,inc,38,2055082
2024-08-24,6F94339AD82EFEF0,inc,38,1767341
2024-08-24,6F94339AD82EFEF0,dec,200,177500176
2024-08-24,6F94339AD82EFEF0,inc,2,244460
2024-08-24,B6C2C29AF35A86A1,inc,38,921990
2024-08-24,B6C2C29AF35A86A1,inc,41,273227500
2024-08-24,4857BEB8DE36800D,dec,200,58230551
2024-08-24,CA3F155494898DD1,inc,38,8455466
2024-08-24,CA3F155494898DD1,dec,21,6000000
2024-08-24,16624C89F65418B9,inc,38,12648417
2024-08-24,16624C89F65418B9,dec,200,5430200
2024-08-24,21B71DB4040683AC,inc,41,273227500
2024-08-24,21B71DB4040683AC,dec,1,8019200
2024-08-24,21B71DB4040683AC,inc,1,277023
2024-08-24,21B71DB4040683AC,dec,21,2000000
2024-08-24,21B71DB4040683AC,inc,38,15305644
2024-08-24,602A62CAA32FDDDD,dec,2,14500
2024-08-24,602A62CAA32FDDDD,dec,1,59300
2024-08-24,602A62CAA32FDDDD,dec,21,25000
2024-08-24,602A62CAA32FDDDD,inc,38,884959
2024-08-24,602A62CAA32FDDDD,inc,21,300000
2024-08-24,34132CC74AB3C083,dec,200,7783320
2024-08-24,34132CC74AB3C083,dec,17,72650000
2024-08-24,34132CC74AB3C083,dec,1,2115200
2024-08-24,34132CC74AB3C083,inc,1,10000000
2024-08-24,B850BB0A4FA3F896,inc,38,526911292
2024-08-24,B850BB0A4FA3F896,inc,1,213950950
2024-08-24,B850BB0A4FA3F896,dec,200,63933494
2024-08-24,9CCAF234EED6F225,inc,41,54743000
2024-08-24,9CCAF234EED6F225,inc,38,244436983
2024-08-24,9CCAF234EED6F225,inc,1,637029
2024-08-24,9CCAF234EED6F225,dec,200,93522680
2024-08-24,2EA4AFA15B6F592D,dec,2000,700000000
2024-08-24,2EA4AFA15B6F592D,inc,38,2308442
2024-08-24,2EA4AFA15B6F592D,dec,1,20000000
2024-08-24,2EA4AFA15B6F592D,inc,41,656916000
2024-08-24,77C8F48458D95113,inc,38,11974190
2024-08-24,51A598812F12440B,inc,38,1745179
2024-08-24,51A598812F12440B,dec,1,8000000
2024-08-24,51A598812F12440B,dec,2000,200000000
2024-08-24,51A598812F12440B,inc,41,218972000
2024-08-24,51A598812F12440B,dec,200,831187
2024-08-24,96B857A10BD0F5CF,dec,200,1454936
2024-08-24,96B857A10BD0F5CF,inc,38,2938815
2024-08-24,BD4B049F28910EB6,inc,38,16537044
2024-08-24,BD4B049F28910EB6,dec,200,2028624
2024-08-24,BD4B049F28910EB6,dec,1,36000000
2024-08-24,BD4B049F28910EB6,dec,21,38000000
2024-08-24,BD4B049F28910EB6,dec,35,971200000
2024-08-24,BD4B049F28910EB6,inc,41,546455000
2024-08-24,F71390F74511ABD5,inc,38,471447064
2024-08-24,F71390F74511ABD5,dec,200,300000
2024-08-24,5F526731D370A8EA,inc,38,1207162
2024-08-24,5F526731D370A8EA,dec,200,3345181
2024-08-24,2C0D1D043AC8FB5A,inc,1,29050
2024-08-24,2C0D1D043AC8FB5A,inc,38,1698866
2024-08-24,FA34BE8D694C351E,dec,21,1
2024-08-24,FA34BE8D694C351E,inc,1,6490610
2024-08-24,FA34BE8D694C351E,dec,1,60480
2024-08-24,FA34BE8D694C351E,inc,2,1940121
2024-08-24,FA34BE8D694C351E,inc,38,17033329
2024-08-24,A827418480B125D9,inc,41,711659000
2024-08-24,A827418480B125D9,inc,38,5126976
2024-08-24,A827418480B125D9,dec,2000,1300000000
2024-08-24,A827418480B125D9,inc,1,393118
2024-08-24,A827418480B125D9,dec,200,1515142
2024-08-24,C32F3FDDED7CAB48,inc,38,2879317
2024-08-24,4F28527C86249E66,dec,200,55060
2024-08-24,4F28527C86249E66,dec,17,115600
2024-08-24,4F28527C86249E66,inc,1,2168218
2024-08-24,4F28527C86249E66,dec,1,3180
2024-08-24,4F28527C86249E66,dec,28,36010000
2024-08-24,4F28527C86249E66,inc,38,5378025
2024-08-24,D52E5F40A2615BAD,dec,200,2233921
2024-08-24,D52E5F40A2615BAD,dec,17,26100000
2024-08-24,D52E5F40A2615BAD,inc,38,73800957
2024-08-24,D52E5F40A2615BAD,dec,21,4000000
2024-08-24,D52E5F40A2615BAD,dec,1,14000000
2024-08-24,D52E5F40A2615BAD,inc,1,681874
2024-08-24,D52E5F40A2615BAD,dec,2000,1300000000
2024-08-24,D52E5F40A2615BAD,dec,28,93240000
2024-08-24,D52E5F40A2615BAD,inc,1000,1000000000
2024-08-24,C85EAD3CE7D9780F,inc,38,20116286
2024-08-24,C85EAD3CE7D9780F,inc,2,340880
2024-08-24,C85EAD3CE7D9780F,inc,1,5
2024-08-24,546E2A4F8DDA6B10,inc,38,118477600
2024-08-24,12E92009219C7599,inc,38,2341554
2024-08-24,12E92009219C7599,inc,1,132000
2024-08-24,A3326160EA68674B,inc,38,894707
2024-08-24,A3326160EA68674B,dec,1,10000000
2024-08-24,36C131888C87F3B0,dec,1,690000
2024-08-24,36C131888C87F3B0,inc,1,3084722
2024-08-24,36C131888C87F3B0,inc,41,273715000
2024-08-24,36C131888C87F3B0,dec,21,2000000
2024-08-24,36C131888C87F3B0,inc,38,6875197
2024-08-24,36C131888C87F3B0,inc,2,118864
2024-08-24,00CDEDCB97E72583,dec,2,10000
2024-08-24,00CDEDCB97E72583,inc,1,693070
2024-08-24,00CDEDCB97E72583,dec,1,316810
2024-08-24,00CDEDCB97E72583,dec,21,108000
2024-08-24,00CDEDCB97E72583,inc,38,1606821
2024-08-24,00CDEDCB97E72583,dec,28,189920000
2024-08-24,00CDEDCB97E72583,inc,2,100000
2024-08-24,00CDEDCB97E72583,inc,21,1000000
2024-08-24,2741FDF74607A53A,inc,41,273715000
2024-08-24,2741FDF74607A53A,inc,1,2457800
2024-08-24,2741FDF74607A53A,inc,38,70220116
2024-08-24,2741FDF74607A53A,dec,200,3630422
2024-08-24,2741FDF74607A53A,dec,21,2000000
2024-08-24,1A929DB4365E7B6D,inc,38,165488014
2024-08-24,1A929DB4365E7B6D,inc,1,4034300
2024-08-24,1A929DB4365E7B6D,dec,200,12799741
2024-08-24,25F44AD15A89AD5C,inc,2,279716
2024-08-24,25F44AD15A89AD5C,inc,38,4721412
2024-08-24,00A60B2DD6EA372F,inc,1,4043550
2024-08-24,00A60B2DD6EA372F,inc,38,1970187
2024-08-24,5DF6FA05AA94ED54,dec,21,2
2024-08-24,5DF6FA05AA94ED54,inc,1,204000
2024-08-24,5DF6FA05AA94ED54,dec,200,9698301
2024-08-24,5DF6FA05AA94ED54,inc,38,100429028
2024-08-24,4F50902FD12298FC,inc,1,533989
2024-08-24,4F50902FD12298FC,dec,35,186100000
2024-08-24,4F50902FD12298FC,dec,200,44420
2024-08-24,4F50902FD12298FC,inc,38,6978489
2024-08-24,4F50902FD12298FC,dec,1,292003
2024-08-24,9E20319C10E79F01,dec,17,48000000
2024-08-24,9E20319C10E79F01,inc,1000,1800000000
2024-08-24,9E20319C10E79F01,inc,38,1491437
2024-08-24,9E20319C10E79F01,dec,200,22067352
2024-08-24,9E20319C10E79F01,inc,2,22000000
2024-08-24,B0BEC1CF23C93EEC,dec,21,4000000
2024-08-24,B0BEC1CF23C93EEC,dec,200,2476282
2024-08-24,B0BEC1CF23C93EEC,inc,38,598942821
2024-08-24,B0BEC1CF23C93EEC,dec,1,20000000
2024-08-24,B9A3A8D867916401,inc,38,203824577
2024-08-24,B9A3A8D867916401,inc,2,112941
2024-08-24,B9A3A8D867916401,dec,200,2490186
2024-08-24,B9A3A8D867916401,dec,1,12000000
2024-08-24,B9A3A8D867916401,dec,21,8000000
2024-08-24,B9A3A8D867916401,inc,1,5914857
2024-08-24,36D343C7F990E501,dec,17,36000000
2024-08-24,36D343C7F990E501,dec,200,14880886
2024-08-24,36D343C7F990E501,dec,1,4002880
2024-08-24,36D343C7F990E501,inc,1,2469855
2024-08-24,36D343C7F990E501,inc,41,109486000
2024-08-24,36D343C7F990E501,inc,38,4052439
2024-08-24,36D343C7F990E501,dec,21,2000000
2024-08-24,BFDD05A7DF50CD95,inc,38,4985651
2024-08-24,BFDD05A7DF50CD95,dec,200,303315
2024-08-24,BFDD05A7DF50CD95,inc,1,5
2024-08-24,BFDD05A7DF50CD95,dec,21,4000000
2024-08-24,D756FA893D2FBE00,dec,200,354760353
