CREATED_DATE,USER_ID,TOTAL_LEVEL,ATTACK_POWER,CURRENCY1_USE,CURRENCY2_USE,AGE,GENDER
2024-08-25,7B1374806636DE03,8630,1028246,0,0,27,0
2024-08-25,7B57B2D98F852844,9408,201293,0,0,29,0
2024-08-25,7B97AC685CA1E238,8612,672928,0,0,21,0
2024-08-25,7BB793174B640486,9454,467192,0,0,30,0
2024-08-25,7BCFBB22FFBEA681,8224,1240355,380.2071429,0,30,0
2024-08-25,7BD1C40E1D5BC4BB,8863,672902,24.96428571,1.428571429,26,0
2024-08-25,7BD526A654DA9EC9,8892,1045095,0,0,57,1
2024-08-25,7CAB35879FF05968,9147,2051149,0,0,29,0
2024-08-25,7CB4288D2E3572CC,9171,2120320,0,0,26,0
2024-08-25,7CD29A53A7C12A1E,8657,72597,0,0,33,0
2024-08-25,7CDDCA1FA132E660,9211,1325900,74.37857143,0,28,0
2024-08-25,7CE3F62358388436,9125,513207,0,0,25,0
2024-08-25,7CF3B574BB8C6570,5008,277364,0,0,34,1
2024-08-25,7D190F8B4CF31CDD,1504,6084,0,0,52,1
2024-08-25,7D1DD4FD0B6F6602,5446,31574,0,0,20,0
2024-08-25,7D2682F5A5FAA3E6,4554,193543,0,0,21,0
2024-08-25,7D701803E704B9E7,9166,1591389,21.42857143,0,57,1
2024-08-25,7D9777F72A00ACD7,9232,434809,7.142857143,0,23,0
2024-08-25,7DC8881562BD114F,9641,2484833,5.9,0,30,0
2024-08-25,7DCEB54BE402318B,8660,2656488,0,0,50,0
2024-08-25,7E17EE5801F26F66,8908,950596,0,0,27,0
2024-08-25,7E3F3653C6F38B3E,8741,246026,0,0,22,0
2024-08-25,7E427510E4FE1C99,9121,1023912,0,0,24,0
2024-08-25,7EB79F498DEF4B4F,167,124,0,0,21,0
2024-08-25,7EF0F179BA720B18,6541,127133,2.142857143,0,59,0
2024-08-25,7EFEAE6B59FBD01C,9627,2385425,0,0,28,0
2024-08-25,7F183E544C5B59A1,9184,2777866,0,0,22,0
2024-08-25,7F1F5E4E3172C67E,9368,2818244,0,0,28,1
2024-08-25,7F4983E49085C31F,9274,610035,0,0,35,0
2024-08-25,7F4CEE6DBF7ADB0C,8917,910755,0,0,24,0
2024-08-25,7F4D61AB818A7AEC,9228,2461106,0,0,26,0
2024-08-25,7F5527086B6DC69F,9151,1588560,0,0,33,0
2024-08-25,7F557D90779D049D,8968,842852,0,0,25,0
2024-08-25,7F5DBC75B217D671,147,29,0,0,24,0
2024-08-25,7F729B76E980ED0A,6960,244196,0,0,32,0
2024-08-25,7FA55D0CAED4FF40,8448,272620,0,0,27,0
2024-08-25,7FB15A411C044925,8840,1511451,0,0,30,0
2024-08-25,714DF12B2597BC,8111,944442,0,0,28,0
2024-08-25,80119681A397610C,9002,755082,0,0,25,0
2024-08-25,801E7983D8A56B59,9313,2995902,0,0,28,0
2024-08-25,802DF717EA2C9CEF,841,98,0,0,26,0
2024-08-25,8037D6F74C9008C2,8950,630003,0,0,31,0
2024-08-25,8054294751F3731D,9544,168945,0,0,31,0
2024-08-25,80847698C9A10100,8557,702817,0,0,29,0
2024-08-25,8093F2FB2208C0CF,9631,2232826,0,0,28,0
2024-08-25,809F217A4A5D6693,8952,683644,0,0,29,0
2024-08-25,809FACB302C179BB,8913,1977143,0,0,49,1
2024-08-25,80C242921BE24AEE,82,17,0,0,28,1
2024-08-25,81342B0CAAA8E3F4,100,23,0,0,22,0
2024-08-25,81375075B8CF78AC,9004,1747458,0,0,34,0
2024-08-25,81728E2D7DACCEC7,9278,409232,0,0,25,0
2024-08-25,818CEE93CC3DC925,6149,48067,0,0,30,0
2024-08-25,819A7DCCD8054D24,7280,169015,0,0,30,0
2024-08-25,81C7EB161AEDA71B,785,2254,0,0,65,0
2024-08-25,821DF20F321DB4D7,8913,880181,0,0,21,0
2024-08-25,8229AD3720261083,9145,1312029,0,0,28,0
2024-08-25,823966E438561EA3,9055,1350439,0,0,66,0
2024-08-25,82509B45A1B855DF,3619,5775,0,0,47,1
2024-08-25,8251575656E58914,8970,834928,0,0,26,0
2024-08-25,8261FCDDBC4B6300,6455,557073,0,0,24,0
2024-08-25,8269709FBDB9B22C,8326,43627,0,0,32,0
2024-08-25,827D75BE82E43257,8696,589115,0,0,25,0
2024-08-25,82CABF953E1A3D8B,223,36,0,0,61,1
2024-08-25,82E04B351E113E25,742,32048,0,0,21,0
2024-08-25,830A5453D519569C,9213,181416,0,0,28,0
2024-08-25,830BB37F56434466,8734,130650,0,0,54,1
2024-08-25,8311B6862A2B6FBB,8930,1711190,0,0,26,0
2024-08-25,837E278740E1414E,216,2261,0,0,19,0
2024-08-25,8383A30EB85F272F,9050,2418389,6.95,0,21,0
2024-08-25,83A2A09B0792F22D,9285,1370375,0,0,21,0
2024-08-25,83A8E879DE78AE6D,8837,417588,0,0,30,0
2024-08-25,83BC4F0F02CEA4D8,9196,752441,0,0,29,0
2024-08-25,83C50EFAB167E509,4488,76328,0,0,27,0
2024-08-25,83D9BD268EA03029,8761,706303,0,0,28,0
2024-08-25,83DA96E6F0C19BCB,8731,845630,0,0,26,0
2024-08-25,83E3AD80F2658206,9235,2403266,0,0,27,0
2024-08-25,8447575245BA6300,0,0,0,0,26,1
2024-08-25,844FFD39839E3645,1155,97051,0,0,28,0
2024-08-25,8452D2E8676B4E57,8457,434660,0,0,27,0
2024-08-25,845BF82819EE8197,8836,406375,0,0,31,0
2024-08-25,8461EC94C0F30B52,8745,303340,0,0,24,0
2024-08-25,848ED64DF7E2DF4F,9566,203489,0,0,31,1
2024-08-25,848F56B48D532D81,8935,1058664,0,0,30,0
2024-08-25,84953788ADA873F7,8731,791294,0,0,26,0
2024-08-25,84CB688D44E7E0C2,8795,1106735,0,0,35,0
2024-08-25,84CBF49510142A75,9276,1273729,0,0,42,0
2024-08-25,84D259F9C0A9E6C2,9025,1185356,0,0,25,0
2024-08-25,84DCAF0249503D91,8057,174375,0,0,32,0
2024-08-25,84E78B52EC4A83FD,9686,937869,0,0,22,0
2024-08-25,85381A6D739BE2CE,8840,236747,0,0,28,0
2024-08-25,853AE97A6EF866B8,9427,1369143,0,0,31,0
2024-08-25,853B49DB531F245A,8654,920436,0,0,22,0
2024-08-25,8542FEA773A7821C,8667,1007832,0,12.5,22,0
2024-08-25,8571CD72CA870403,8877,4062842,0,0,56,1
2024-08-25,8586C29DD8D16C04,9114,326384,0,0,30,1
2024-08-25,859CEBAB73526F3A,9107,1981568,0,0,29,0
2024-08-25,85A6688153712332,2399,36495,0,0,24,0
2024-08-25,85AFAD54C7089CC9,9162,885170,0,0,32,0
2024-08-25,85B24D2CEB180FA2,8733,564349,0,0,29,0
2024-08-25,85B382D5330C6EDA,9340,1286604,0,0,23,0
2024-08-25,85C4F852A6D7009A,1860,174,0,0,24,0
2024-08-25,85C9AD54D4659AD1,8349,682262,3.571428571,0,27,0
2024-08-25,85F3E180025040FB,6104,72905,0,44.64285714,29,0
2024-08-25,85F5F997954B80B3,5167,331996,0,0,16,0
2024-08-25,8600E0DFD1B2330F,4181,107772,0,0,24,0
2024-08-25,8623A5DD9C4D089D,8039,481605,0,0,24,0
2024-08-25,86385FC1A8AB5CB5,7338,748538,0,0,27,0
2024-08-25,865692EA4D58B341,8843,696035,0,0,52,1
2024-08-25,865B2A45E7052AF2,9440,1588905,0,0,26,0
2024-08-25,865BF7FBAC39D298,8860,654525,0,0,26,0
2024-08-25,866304CB6D6D3443,8596,896594,0,0,25,0
2024-08-25,86681C1B89FCDC26,9056,529296,0,0,26,1
2024-08-25,86717E5F02CACDD9,8846,1298513,0,0,28,0
2024-08-25,867BC8F078662079,9339,2275622,0,0,31,0
2024-08-25,868E513C99DC4240,9172,795165,0,0,26,0
2024-08-25,86AE3D2944E3DF9B,8815,1083495,0,0,26,0
2024-08-25,86D186869E91C836,9113,1265008,0,0,31,1
2024-08-25,86F9C1804D3795A9,8201,200714,0,0,27,0
2024-08-25,870B4AF98B01B3A8,8871,3227804,0,0,30,0
2024-08-25,8715C80E240E5026,8889,666836,0,0,23,0
2024-08-25,872D5587EB9B7100,9437,2252547,0,0,27,0
2024-08-25,8733AB523B2D1E84,8647,134395,0,0,30,0
2024-08-25,874DB5684B644430,9162,1354899,0,0,25,0
2024-08-25,8773A1A331417053,9393,586655,0,0,85,1
2024-08-25,877E883FC584CB1B,6431,128676,0,0,23,0
2024-08-25,878C31B7819CC9A1,8802,1008535,0,0,24,0
2024-08-25,878DC8AF253CD85A,4111,159109,0,0,26,0
2024-08-25,879A7E4BBEE1275E,-799,90554,0,0,26,0
2024-08-25,87AFEDCAF17AF6BB,8911,458400,0,0,30,0
2024-08-25,87B7B5338EBF4F2F,1732,1078,0,0,22,0
2024-08-25,87C89F5643E5B08C,5115,160524,0,0,32,0
2024-08-25,87D4FB4ECE9CD71C,8852,2418928,0,0,26,0
2024-08-25,87D9D728B9819A77,8756,681462,0,0,28,0
2024-08-25,87E2B33D2836DAA2,9393,2880371,0,0,26,0
2024-08-25,87ECBC682963D94F,9267,1513302,0,0,57,1
2024-08-25,87ED9D93C13B0BA8,2091,50824,0,0,34,1
2024-08-25,87F02C6397442A12,8960,1219538,0,0,25,0
2024-08-25,888F72BE1E49EC71,9017,1347752,0,0,25,0
2024-08-25,88A4B4E5B3A5EB9D,6839,231205,0,0,23,0
2024-08-25,88ECE7DDFBF240EA,7716,175927,0,0,27,0
2024-08-25,88F68A8267F0E3EE,8845,509423,0,0,32,0
2024-08-25,8921C59AC960E134,8924,1097028,0,0,22,0
2024-08-25,892B8A6F62C19ABA,8830,1027972,0,0,23,0
2024-08-25,89577EE60B2E7E9A,679,47058,0,0,25,0
2024-08-25,8961605AD6CC97A6,8866,1072468,0,0,28,0
2024-08-25,8970F989799BE217,8857,1437202,0,0,22,0
2024-08-25,898E1369860C2121,8847,631681,0,0,29,0
2024-08-25,89EC70DB1D17902D,669,12974,0,0,28,0
2024-08-25,8A2242825BF54DB5,3778,265827,0,0,26,0
2024-08-25,8A3C3C19F9961B57,8535,471147,0,0,31,1
2024-08-25,8A51B571013BD07A,8845,746765,0,0,32,0
2024-08-25,8A5C7C40102E2942,8940,239697,0,0,48,1
2024-08-25,8A6DA39699F141BD,8693,1018702,0,0,25,0
2024-08-25,8A8876BDD5BB367A,2655,187971,0,0,28,0
2024-08-25,8A930B50C2E712DC,9145,847210,0,0,23,1
2024-08-25,8A9BBC694057FF69,8689,414298,0,0,25,1
2024-08-25,8AA0203014C752F9,9022,1188052,0,0,25,0
2024-08-25,8AAA877F5D1F618C,9293,2197604,0,0,28,0
2024-08-25,8AC2B2AF2D43912C,8709,605802,0,0,29,0
2024-08-25,8AC942EFDA7DC578,6672,629568,0,0,25,0
2024-08-25,8B1E4452F65C6F31,9069,868276,0,0,22,0
2024-08-25,8B44479B2F0B1FA1,7335,630618,0,0,31,0
2024-08-25,8B4F329786BCDB56,9294,888899,0,0,38,0
2024-08-25,8B64839D8F2C9B20,9928,1073403,0,0,29,0
2024-08-25,8B6811563D6B5D66,8881,585136,0,0,24,0
2024-08-25,8B7E7EFEE4AA0358,9363,2388319,0,0,29,0
2024-08-25,8B86854D82F049B2,8734,111155,0,0,29,0
2024-08-25,8BC3A83A9B61D3CD,4427,60935,0,0,21,0
2024-08-25,8BE8FB3BD05AC7B6,5509,136047,0,0,24,1
2024-08-25,8BF9B063B9B7D06C,9247,2006173,0,0,28,1
2024-08-25,8BFED453E9150178,711,12461,0,0,29,0
2024-08-25,8BFF64F23EB61D97,8586,110226,0,0,20,0
2024-08-25,8C0AE32FACCFD427,1011,4935,0,0,53,0
2024-08-25,8C182B1E55FAA397,3346,86580,0,0,29,0
2024-08-25,8C34465418082402,9042,356263,0,0,31,0
2024-08-25,8C602C2CF550DF2E,9136,14077,0,0,28,0
2024-08-25,8C606438439B0B70,4759,150906,0,0,29,0
2024-08-25,8CA2B131854F311C,8266,448874,0,0,31,0
2024-08-25,8CA8962EFC059951,9095,917830,0,0,25,1
2024-08-25,8CEDF47B40872AF6,9278,2013875,0,0,31,0
2024-08-25,8CF87E0D43C96FEC,8790,158475,0,0,30,0
2024-08-25,8D09CF5A274E0EE2,885,78831,0,0,34,0
2024-08-25,8D3C5A3AB65FA200,7981,129925,0,0,29,0
2024-08-25,8D4D88A8CF537930,8311,289348,0,0,28,0
2024-08-25,8D7A7E278885FEA3,8518,332627,0,0,32,0
2024-08-25,8D7C0039F68C5C18,8441,1204093,0,0,31,0
2024-08-25,8D8A5A2508045D3A,8860,520608,0,0,30,0
2024-08-25,8DF135C18821DC5F,7510,93367,0,0,25,1
2024-08-25,8E23E953AF3F8328,9074,753317,0,0,27,0
2024-08-25,8E29CB57342276C5,9028,44226,0,0,54,0
2024-08-25,8E4E3F1681BCF2F4,1684,73461,0,0,29,1
2024-08-25,8E5763EAAEF0786D,1398,129158,0,0,57,0
2024-08-25,8E5AAA6C51682292,8601,462128,0,0,27,0
2024-08-25,8EADCFC769E8E31E,6485,332401,24.28571429,0,26,0
2024-08-25,8F024529050DAA63,9102,3060554,0,0,34,1
2024-08-25,8F0DBB607E1274E8,1446,25,0,0,30,0
2024-08-25,8F59307FC0EC8E6D,9248,3673469,0,0,29,0
2024-08-25,8F60587D2B269ED7,8127,550343,0,0,18,0
2024-08-25,8F60F2736219CE4D,9013,211574,0,0,24,0
2024-08-25,8F74F05503D4940A,9040,1865349,0,0,30,0
2024-08-25,8F8F41DF4993BF2C,9122,274845,0,0,32,0
2024-08-25,8F9EEAC2F548C444,9035,1859029,0,0,31,0
2024-08-25,8FCA8FEE8FE9109A,9356,2321441,0,0,27,0
2024-08-25,8FE15AE469924123,8934,545436,0,0,29,0
2024-08-25,8FEFAC77F41BBFB3,9037,1313598,0,0,20,0
2024-08-25,8FF459332323124D,281,0,0,0,27,0
2024-08-25,9024125D7004F5B3,9130,2757261,0,0,22,0
2024-08-25,903F85770191AEB8,8769,1008430,0,0,30,0
2024-08-25,904300FEF13DB63A,9073,1065236,0,0,30,0
2024-08-25,9049960E506CD8CF,9099,276155,0,0,32,0
2024-08-25,9094EFBF56742BDE,8888,3350425,0,0,32,0
2024-08-25,909679BB2FCCDBB2,9016,422722,0,0,20,0
2024-08-25,909BD9044CBF5B50,9386,168317,46.42857143,0,27,0
2024-08-25,90C7D047B7161654,68,15,0,0,30,1
2024-08-25,90D07BC21277D7F4,8795,47237,34.57142857,0,28,0
2024-08-25,90DAB91B570B3B53,631,1291,0,0,56,0
2024-08-25,90EF1836C37B7E5C,8950,1314312,0,0,27,0
2024-08-25,90F6426A8F621A49,7207,409462,0,0,26,0
2024-08-25,90F88D691B3D5B98,8777,574785,0,0,27,0
2024-08-25,90FFFDECF8F36E9C,5380,303053,0,0,26,0
2024-08-25,91003A35C9905B65,7844,159709,0,0,26,1
2024-08-25,9103F77B6570E2A3,641,29216,0,0,31,0
2024-08-25,911F2CEB08FC9189,9125,2083697,0,0,26,0
2024-08-25,9134CF8106BCD929,8252,735118,0,0,21,0
2024-08-25,9153A5A2167BCA9E,1863,59221,0,0,30,1
2024-08-25,91650560349C8A2A,6127,28,0,0,27,0
2024-08-25,916C5EB9E54286C6,9307,1902690,0,0,28,0
2024-08-25,91894AB174C3F3F6,9143,3907353,0,0,29,0
2024-08-25,91BA68075B1D90F9,9592,1245868,0,0,37,0
2024-08-25,91D4C4082E4E02FC,8910,511867,0,0,51,1
2024-08-25,91D886E2BB702038,369,3612,0,0,30,0
2024-08-25,911290B3692822,8805,1270347,0,0,30,1
2024-08-25,9204251BC0AFCE47,8718,699258,0,0,30,0
2024-08-25,920680465DDEFA9B,4233,176131,0,2.714285714,21,0
2024-08-25,9228C520B5F1584E,7746,389927,0,0,21,0
2024-08-25,925ABC4F1ACEE166,8928,570226,0,0,38,0
2024-08-25,9261684F3FC91592,3210,116435,0,0,61,1
2024-08-25,929B9F444D9A0FE6,8412,1058329,0,0,25,1
2024-08-25,929D6BFFC4BE785E,9113,359442,0,0,29,1
2024-08-25,92A2AA78154BACEB,8978,823711,0,0,28,0
2024-08-25,92EF050AD06E6556,9300,1023257,0,0,33,0
2024-08-25,92F0462D8F558B15,8652,776094,0,0,32,0
2024-08-25,935BB3A5EA1BA515,3879,33122,0,0,33,0
2024-08-25,938C539CAA665DD6,9836,970208,0,0,28,0
2024-08-25,938E5478CAF5150D,9054,1728182,0,0,25,1
2024-08-25,93B0C57B1F1BC600,7885,231444,0,0,31,0
2024-08-25,93E576E191EC5F98,8741,784835,0,0,28,0
2024-08-25,93E8438289898AB4,8835,1294479,0,0,27,0
2024-08-25,93EEFCF02FB6DC95,9066,473769,0,0,30,0
2024-08-25,940ABF08142AB18E,9024,1064070,0,0,27,0
2024-08-25,941689660FCAAD74,8724,141871,0,0,21,0
2024-08-25,942F91291D0117,9064,1413755,0,0,27,0
2024-08-25,94333AC67213FD6C,8752,293466,0,0,29,0
2024-08-25,945584963C801062,8678,568480,0,0,24,0
2024-08-25,94936EDB354F7F26,8923,1554537,0,0,28,0
2024-08-25,94A0EDF82124B12E,8886,521142,0,0,23,0
2024-08-25,94BC0B19F288AC42,9166,538241,0,0,77,1
2024-08-25,94BD293A2EBC8CA8,8709,2092047,0,0,52,0
2024-08-25,94C6AF3D8151238D,9123,2369112,0,0,31,0
2024-08-25,94E5EB225C8A595C,8088,517748,0,0,23,0
2024-08-25,94F33D59D1424BD3,8729,661498,0,0,20,0
2024-08-25,94F80F2765967CF4,8680,300972,0,0,22,0
2024-08-25,94FFB479E65F6D0E,9117,1856506,0,0,23,0
2024-08-25,9506ACC1133C7277,8961,243315,0,0,23,0
2024-08-25,9511184ECDF2D718,9200,1071559,0,0,30,0
2024-08-25,95403D1E1F882F13,9911,3687409,0,0,30,0
2024-08-25,95666060AC855638,8592,631536,0,0,31,0
2024-08-25,958BE277368EAA07,8806,750039,0,0,25,0
2024-08-25,95943283BD053D6B,9198,277000,0,0,28,0
2024-08-25,9597AB3C24854AAB,6485,613788,0,0,23,0
2024-08-25,9599E550380752CE,9051,807907,0,0,25,0
2024-08-25,959B05DC2F78DB16,9031,1242789,0,0,25,0
2024-08-25,9625CEF32738646D,9070,1062939,0,0,31,0
2024-08-25,963A170230501BEB,1332,57515,0,0,20,1
2024-08-25,,8498,543040,0,0,26,0
2024-08-25,964AC84C92327FCF,8836,347416,0,0,22,0
2024-08-25,966EAE749BF9F7F2,8756,47920,0,0,30,0
2024-08-25,9674E48FA530CCE8,9039,380053,0,0,30,0
2024-08-25,96B4D29F2CB8CF1B,8873,238236,4.285714286,0,24,0
2024-08-25,96B857A10BD0F5CF,8891,222065,0,0,24,0
2024-08-25,96CE0C500CB27E30,9355,3156772,0,0,29,0
2024-08-25,96FACCE97E9BF4F0,9386,2282126,2.7,0,27,0
2024-08-25,97015074AB8756EC,8864,181738,0,0,29,0
2024-08-25,970C3AC095F4F29C,2503,8006,0,0,30,0
2024-08-25,972E86EABE457BE8,8779,1792538,0,0,28,0
2024-08-25,9735C48D819D7DAA,9141,1260059,0,0,25,0
2024-08-25,9741FCB5437FCBC8,8026,281632,0,0,22,0
2024-08-25,977061A910F5AAD4,6372,3940,0,0,33,1
2024-08-25,97B0034838FE1EFD,8778,377477,0,0,26,0
2024-08-25,97BC01A67118A7E4,6802,526637,0,0,28,0
2024-08-25,97BF7CD838DE9A04,8656,496076,0,0,23,0
2024-08-25,98132E1D42753755,8712,1117252,0,0,23,0
2024-08-25,9825F31F43A2E903,9483,1109896,0,0,26,1
2024-08-25,9834168581180CFF,10208,290246,0,0,30,0
2024-08-25,983C2873F91F05F9,8593,430681,0,0,28,0
2024-08-25,98488E3D9EA080D7,9355,1673486,0,0,27,0
2024-08-25,9849E1D3F69351EE,2251,108385,0,0,26,1
2024-08-25,98631C90FA2400A2,6289,303648,0,0,20,0
2024-08-25,989A86915114E74B,8731,1255994,0,0,25,0
2024-08-25,989E598F68BA8799,4469,99072,0,0,51,1
2024-08-25,98AC4E589E9B7D26,1059,118,0,0,35,0
2024-08-25,98BF724EF2AF0AEF,9509,1968711,0,0,27,0
2024-08-25,98F9F1FB48178614,9052,707656,0,0,29,0
2024-08-25,990260286874FD59,8252,345570,0,0,52,0
2024-08-25,991A0B8D872E1A6D,9036,636583,0,0,27,0
2024-08-25,9961337AD0F70B3E,8935,1482500,0,0,32,1
2024-08-25,9973D2E4E7D4336F,7921,459602,0,0,30,1
2024-08-25,99969C88DEF22047,8952,1042704,0,0,28,0
2024-08-25,999FABF63E293581,3461,38047,6,0,33,0
2024-08-25,99B4CCD16B2DB217,8728,682972,0,0,61,1
2024-08-25,99BD064F5F0D8C53,8691,676161,0,0,34,0
2024-08-25,99CBC4DD96233677,8900,386721,0,0,27,0
2024-08-25,99DC72C55A8B78EA,8792,356803,0,0,28,0
2024-08-25,99EC0959FCA40162,8230,197209,0,0,23,0
2024-08-25,9A245DB95B91B82D,8931,955811,0,0,27,0
2024-08-25,9A3E8A1D489BA41B,8929,705228,0,0,24,0
2024-08-25,9A4FBB36BF9C3790,8873,509486,0,0,32,0
2024-08-25,9A7256659AA46563,4503,148025,0,0,23,0
2024-08-25,9A7272B1E1AB58D6,8647,107066,0,0,32,0
2024-08-25,9A78244FCB73E5D1,9186,1694464,0,0,28,0
2024-08-25,9ADC735890EC8618,5772,252463,0,0,43,1
2024-08-25,9AF673B033309721,8652,467034,0,0,23,0
2024-08-25,9AFC037FB5858303,9289,1138271,0,0,25,0
2024-08-25,9B007959D341D473,997,20246,0,0,26,0
2024-08-25,9B06549794176917,8799,312261,0,0,22,0
2024-08-25,9B0970CC02290936,7129,204533,0,0,23,0
2024-08-25,9B186F993DA1A8EC,8969,939116,0,0,48,1
2024-08-25,9B1B616C24CF07BF,8775,247096,0,0,55,0
2024-08-25,9B1D5B6C72210BD2,8850,485600,0,0,27,0
2024-08-25,9B345495562903A7,1701,209695,0,0,20,0
2024-08-25,9B613AF76C42673A,8657,492572,0,0,34,0
2024-08-25,9B71D98CA80DB4C5,8698,1080187,0,0,22,1
2024-08-25,9BA572ACE627F988,9341,2136389,0,0,40,1
2024-08-25,9BA77AC85BEE3BF2,6859,571867,0,0,35,0
2024-08-25,9BA959EEFCBF1D47,8001,1956037,0,0,30,0
2024-08-25,9BBF6EE8663FDD30,8774,2768142,0,0,52,1
2024-08-25,9BD1A43D534CBF6F,8792,784135,2.95,0,17,0
2024-08-25,9C4452A931B53BAE,3719,1099,0,0,32,0
2024-08-25,9C772A89F2A1A710,8851,1013235,0,0,28,0
2024-08-25,9C848AB8F68994BB,8877,522612,0,0,24,0
2024-08-25,9C8A07460FDE238D,9547,1004097,0,0,28,0
2024-08-25,9C926F2D102FCD0C,8770,1474223,0,0,61,0
2024-08-25,9C9CC47E139985A6,8609,2265063,0,0,30,0
2024-08-25,9C9DA3AF681601D0,412,29724,0,0,26,1
2024-08-25,9C9EBC5B694DB70D,8876,305247,0,0,29,1
2024-08-25,9CCAF234EED6F225,1384,66497,0,0,22,0
2024-08-25,9CD34A931905F4A9,8744,668877,0,21.42857143,51,1
2024-08-25,9D0536AD279D9199,9298,1994940,0,0,28,0
2024-08-25,9D44EBDEDA311262,7816,335742,0,0,47,0
2024-08-25,9D6A5254801A4EDB,9135,165269,0,0,28,0
2024-08-25,9D77F85896CA4063,9223,2112648,0,0,29,0
2024-08-25,9D9E120B8C7214B2,9823,1360817,0,0,35,0
2024-08-25,9DEDCC84D2CD2F27,8634,654547,0,0,22,0
2024-08-25,9DF6DFD85E9AB2D4,9210,1109407,0.071428571,0,27,0
2024-08-25,9E0B2E3D15E9E059,7456,104863,0,0,21,0
2024-08-25,9E0EF208EEA0C5A7,9043,3235674,0,0,26,0
2024-08-25,9E15820470B2F0BE,8816,663675,0,0,26,0
2024-08-25,9E1B5BEA3EBC894C,9316,24588,0,0,34,0
2024-08-25,9E1C14ED0C2537AE,8764,1511703,0,0,30,1
2024-08-25,9E1CD9BA9BDDD60B,5022,84826,0,0,29,0
2024-08-25,9E20319C10E79F01,7043,96428,0,0,28,0
2024-08-25,9E8FD201905855AC,9319,1577198,0,0,26,0
2024-08-25,9EA388D86B428703,9012,4497670,0,0,43,0
2024-08-25,9EBA2DD41A605B60,8523,401628,0,0,34,0
2024-08-25,9ECDC5771F15E8CC,8765,380322,0,0,26,0
2024-08-25,9EFE6BC66895A33F,9086,974676,0,0,24,0
2024-08-25,9F4F22F99AF73065,8682,802004,0,0,21,0
2024-08-25,9F53F273593F46B2,8298,393141,0,0,27,0
2024-08-25,9F6DF39F7C0DA400,9054,1809521,0,0,50,1
2024-08-25,9F7947BB12AC5464,8728,411533,0,0,24,0
2024-08-25,9F87DEC1B1A8EAA1,2634,75990,0,0,33,0
2024-08-25,9F8A2DF3D6685272,8727,710560,0,0,29,1
2024-08-25,9F9A21690A156AC7,8058,173760,0,0,23,0
2024-08-25,9FA3DA5C5CB43C65,9142,1834149,0,0,28,0
2024-08-25,9FAF00294A305076,9208,1582046,0,0.285714286,27,0
2024-08-25,9FCBE5DF89D4A91C,8422,216023,0,0,29,0
2024-08-25,9FD159038DB3A8A2,678,18394,0,0,31,1
2024-08-25,9FE44960DA71C0E7,8925,1289113,0,0,26,0
2024-08-25,9FFA70F2D1237220,9723,5468229,7.071428571,4.214285714,30,0
2024-08-25,A014D81CFF023653,9417,1939269,0,0,22,0
2024-08-25,A01F934458F8818D,7777,26010,0,0,21,0
2024-08-25,A02B291977D9A6F1,1056,11947,0,0,25,0
2024-08-25,A0374C1A16A9C125,8669,1491722,0,0,29,0
2024-08-25,A03F1769352ECDB1,8637,320028,0,0,21,0
2024-08-25,A0469F7CD0B9C7B3,8620,1383904,0,0,21,0
2024-08-25,A064704EE83FE3BA,7711,121831,0,0,26,0
2024-08-25,A07AD5537985983E,946,1232,0.175,0,28,1
2024-08-25,A09BD87D75F7E3CF,8742,716727,0,0,27,1
2024-08-25,A0A9774706061FBE,8747,1032641,0,0,57,0
2024-08-25,A0B6CA9B0D51C860,8672,207932,0,0,27,1
2024-08-25,A0F24594B59DEE51,8916,1057006,0,0,25,0
2024-08-25,A0F4DCAA25A13D3C,8845,1815386,0,0,27,0
2024-08-25,A11D43981E64088C,5929,84308,0,0,33,0
2024-08-25,A1250B56142B8ECB,8774,940861,0,0,27,0
2024-08-25,A12E51D527DDC5DB,8852,645802,0,0,27,0
2024-08-25,A13C1F38971552E5,9139,1408557,0,0,32,0
2024-08-25,A16F9DA4CCAC62D3,9405,731041,0,0,29,0
2024-08-25,A1792CBDDF82A71F,1957,9972,0,0,23,0
2024-08-25,A186072C8576B97F,9047,224583,0,0,29,0
2024-08-25,A1A457A07C0801BC,4873,64071,0,0,27,0
2024-08-25,A1BF6A312C44C552,7558,593457,0,0,27,0
2024-08-25,A1E9146055ACCAB1,8300,233705,0,0,28,0
2024-08-25,A2461EFF7AA51B75,9153,6632782,0,0,27,0
2024-08-25,A268835EE38FFD36,8904,1304642,0,0,30,0
2024-08-25,A2985B6A511E84B9,7242,223548,0,0,29,0
2024-08-25,A29C01891ABBFE12,9130,193584,0,0,36,0
2024-08-25,A29CBE087E6463D0,8955,428635,0,0,34,0
2024-08-25,A2D25553490AAA44,3977,109978,0,0,23,1
2024-08-25,A2F4AA46BC893DA8,9010,862334,0,0,29,0
2024-08-25,A311877789A6A719,9332,237685,0,0,73,0
2024-08-25,A35B823A2FA1D60F,9675,800116,0,0,33,0
2024-08-25,A37EC10C8B06BBD4,8835,862513,0,0,23,0
2024-08-25,A38B64E902A60574,8865,642389,0,0,26,0
2024-08-25,A38CCC8C15971560,9106,255464,0,0,33,0
2024-08-25,A3AFF01D810A2766,8822,1153108,0,0,25,0
2024-08-25,A3CCF76F2C25AEDD,8935,1445584,0,0,28,0
2024-08-25,A3ED9C1AB47F349C,1963,5906,0,0,27,0
