CREATED_DATE,USER_ID,TOTAL_LEVEL,ATTACK_POWER,CURRENCY1_USE,CURRENCY2_USE,AGE,GENDER
2024-08-24,16D2CBFACF943AF3,9319,887167,0,0,27,1
2024-08-24,16FCA60697444AA8,7574,3036,0,0,21,0
2024-08-24,1707C2D3574123D8,9404,936690,0,0,25,0
2024-08-24,17A8CEFE65AF6163,8813,3350322,0,0,29,0
2024-08-24,17C37B30C315595D,4304,75060,0,0,25,0
2024-08-24,17D63F838B167251,9475,748364,0,0,30,0
2024-08-24,17E925D3B60B6344,9156,715858,0,0,55,0
2024-08-24,17EB693F481FCA7F,4955,63682,0,0,22,0
2024-08-24,17F0A72A8697B0B3,8236,596916,0,2.785714286,22,0
2024-08-24,17F2BF8F5DFBABAE,2922,49403,0,0,31,0
2024-08-24,18014B31E3D1843F,8008,2607,0,0,32,0
2024-08-24,1802581558558EAE,8638,485524,0,0,48,0
2024-08-24,1806C7FC14EFB521,9051,772535,0,0,27,0
2024-08-24,18852E40518D34,9038,1096675,0,0,27,0
2024-08-24,188D40649812984F,9149,957075,0,0,25,0
2024-08-24,1891B050E9A51758,605,762,0,0,34,0
2024-08-24,18D8518798960411,9502,2510067,0,34.57142857,31,0
2024-08-24,18E8AA13FCEF5D72,8639,1235027,0,0,49,1
2024-08-24,18FF8C9D31F78BF3,8394,189233,0,0,26,0
2024-08-24,193A31655D5E5E29,8757,731708,4.214285714,0,57,0
2024-08-24,1948BA7E1C7112B5,1900,9921,0,0,29,0
2024-08-24,19525493421C554E,5700,220126,0,0,28,1
2024-08-24,196AD1EEFD967CE3,8867,664974,0,0,28,0
2024-08-24,1971AD7355B4A100,8784,683445,0,0,26,0
2024-08-24,19E05F90143EB789,9502,955875,0,0,26,0
2024-08-24,1A0581A62E8B74B4,9518,1389383,0,0,25,0
2024-08-24,1A066069C2B7D999,986,83692,0,0,45,0
2024-08-24,1A0F43448AF13A37,8935,244597,0,0,31,0
2024-08-24,1A351110073AF5ED,5105,355225,0,0,30,0
2024-08-24,1A3DC596B677A3F7,9409,346984,0,0,27,1
2024-08-24,1A8EF97466658420,9002,322951,0,0,29,0
2024-08-24,1A929DB4365E7B6D,4321,96534,0,0,22,0
2024-08-24,1A9891855D4878F7,9397,2201560,170,18.21428571,30,0
2024-08-24,1ACAB6F112E207B3,1103,229,50.85714286,0,33,0
2024-08-24,1B01D6F76FC8362B,8762,25437,0,0,27,0
2024-08-24,1B11F23F0F4CE2B0,9150,855058,0,0,26,1
2024-08-24,1B31E0BDD7F1A7CF,8323,95339,0,0,33,1
2024-08-24,1B453408C448E65F,2105,12591,0,0,32,0
2024-08-24,1B5D1C7882106042,8118,60601,0,0,28,0
2024-08-24,1B8CF72EA81AA03E,8924,450722,0,0,30,0
2024-08-24,1BBE67AB337FB98A,8747,385889,0,0,26,0
2024-08-24,1BC69221E80269AD,8935,3281220,0,0,30,0
2024-08-24,1BF3E876F2DB4064,9239,2235084,0,0,31,0
2024-08-24,1BFB40E2F47ED61E,8933,1074836,0,0,22,1
2024-08-24,1C2C0E0D5E29213E,9163,1096148,0,0,26,0
2024-08-24,1C325B90E354A0CA,1217,36723,0,0,24,0
2024-08-24,1C32CC3D8416C9B0,5402,129508,0,0,45,1
2024-08-24,1C3452FEE965B2C4,8766,990130,0,0,23,0
2024-08-24,1C34747C4480E01D,9193,1215946,0,0,31,0
2024-08-24,1C3C2893DD94DD25,3078,175567,0,0,33,0
2024-08-24,1C42CCC027E4207B,9230,831712,0,0,31,0
2024-08-24,1C6ECF42F515B0C4,7662,243653,0,0,16,1
2024-08-24,1C6F866A9D4561F7,8763,201019,0,0,27,0
2024-08-24,1C979A6DDCA74208,4325,246837,0,0,29,1
2024-08-24,1CA5CF8A15598049,3849,58479,0,0,29,0
2024-08-24,1CD552838851793A,9000,1789566,0,0,28,0
2024-08-24,1CD6B0917FB2170A,8668,169522,0.714285714,0,33,0
2024-08-24,1CFFBF75D259B6A9,3662,36255,0,0,52,1
2024-08-24,1D07832143BB46D6,9003,1374354,0,0,28,0
2024-08-24,1D6DED155215C933,8860,276447,0,0,28,0
2024-08-24,1D8B8257A57051A1,9026,2921975,7.142857143,0,34,0
2024-08-24,1DB24E4608C70FA9,8690,2319942,0,0,30,1
2024-08-24,1DEAF4C29A5D6ADF,2110,1165,0,0,22,0
2024-08-24,1DF8F77B457E5482,1565,57000,0,0,32,0
2024-08-24,1DFE6211F272E364,874,20889,0,0,31,0
2024-08-24,1E1B7EF469CCA0FB,8825,753577,0,0,24,0
2024-08-24,1E5A984298D69240,8696,170258,0,0,37,0
2024-08-24,1E5D611097A8B2AC,4839,49056,0.714285714,0,51,1
2024-08-24,1E6ECAC0798772B5,8260,348344,0,0,26,0
2024-08-24,1E704C79018F5A28,9211,1093019,0,0,29,0
2024-08-24,1EAF1EC03E6CC6B1,9576,3459579,0,0,25,0
2024-08-24,1EBE95EA87334998,8733,903604,0,0,32,1
2024-08-24,1EC25312B40CB6DB,5614,15485,0,0,18,0
2024-08-24,1EF61A0DDFF2B2E1,8878,1226366,0,0,29,0
2024-08-24,1EF73C735B3BDE16,7313,32611,14.21428571,2.714285714,25,0
2024-08-24,1F3C8476B223BF9D,9578,3208958,0,4.214285714,28,0
2024-08-24,1F5D8A42D0A31A21,9085,2462917,0,0,31,0
2024-08-24,1F74CA79FA35914F,9158,3177563,0,0,28,0
2024-08-24,1F904F9423CEFC03,9656,3141533,0,0,32,0
2024-08-24,1FB1F20F658DF6FF,8800,249942,0,0,30,1
2024-08-24,1FD39FD8758FEECD,342,120,0,0,21,0
2024-08-24,1FE86101C3BDBAB9,8536,411052,0,0,24,0
2024-08-24,1FED54C0D97E1EF3,4609,101800,0,0,25,1
2024-08-24,200C8AC4E9D5BE9A,8946,377369,0,0,27,0
2024-08-24,20C6180D24401D48,9480,1382214,0,0,29,0
2024-08-24,2115877AF1A3677F,9407,1080608,3.571428571,0,30,0
2024-08-24,21190CC1063F3803,8965,294043,0,0,29,0
2024-08-24,2124DD942DACAAC0,2034,250204,137.1428571,0,28,0
2024-08-24,2133EB8AB1E15CC9,791,50346,0,0,23,1
2024-08-24,2149A1A45B56A0B8,8060,981742,0,0,31,0
2024-08-24,2183A33D2887D307,9005,1697621,75.64285714,0,33,0
2024-08-24,218BEFB9CB3B537D,8807,463148,0,0,28,0
2024-08-24,21A141BDC054A949,4700,270371,0,0,24,0
2024-08-24,21A727FD510AF93A,4413,401592,0,0,28,0
2024-08-24,21AC934A6BB5F733,9001,3543304,0,0,28,0
2024-08-24,21B04D488F5592DD,4093,79012,0,0,29,0
2024-08-24,21B71DB4040683AC,9276,2472557,0,0,29,0
2024-08-24,221498B5DCED4172,9200,1556088,0,0,32,0
2024-08-24,2242CFB6FE909F84,9145,2685752,0,0,25,0
2024-08-24,226CA52B67CF0F44,1612,1519,0,0,25,0
2024-08-24,2299F962AE85C6A7,9153,2766777,0,0,27,0
2024-08-24,22BF2E24CBA9AD11,4877,77846,0,0,25,1
2024-08-24,22D5A606FEAA9380,8773,410107,0,0,23,1
2024-08-24,22E56FACAEA644D0,8994,1496759,0,0,32,0
2024-08-24,22E97BB1BD28E74A,8606,141202,0,0,31,0
2024-08-24,22FC55EED1675981,9069,1976903,0,0,26,0
2024-08-24,2314D4B1F63ACC1D,8879,399679,0,0,19,1
2024-08-24,23308323E5DE68F1,8842,1173527,0,0,44,1
2024-08-24,2349B13FE6BE2F21,9540,2791569,0,0,36,0
2024-08-24,23690CB73BF1C5C5,8231,97059,0,0,36,0
2024-08-24,237BA60C07C04E99,9322,428605,0,0,27,0
2024-08-24,23ABBAC153B62358,8711,9367091,0,0,25,0
2024-08-24,23C448B609C5585E,9005,2575842,0,0,28,0
2024-08-24,23CE9C542FF22661,4108,151115,0,0,30,0
2024-08-24,23D28C1818F3BD04,2133,40228,0,0,16,0
2024-08-24,23DD2658DB6D7A70,8734,987108,0,0,22,0
2024-08-24,23FE47DDA62AF274,9241,1187887,0,0,23,0
2024-08-24,244D4026982289AA,9022,1098735,0,0,24,0
2024-08-24,24A86A2264049321,1345,8554,0,0,52,0
2024-08-24,24A8C615D61C2DFA,9430,1153122,0,0,30,0
2024-08-24,24CC2A977130EA15,10143,2689223,0,0,32,0
2024-08-24,24D425009791486F,8901,1697151,0,0,30,0
2024-08-24,24FD4C8AAFF50488,3873,150999,0,0,20,0
2024-08-24,2502623D8ED71FB5,8631,703291,0,0,26,0
2024-08-24,25176959478E1DA7,5377,248313,0,0,27,0
2024-08-24,251DC5E31EFBF8CF,8625,461841,0,0,50,1
2024-08-24,253A25B3E41E7C24,9236,1323678,0,0,24,1
2024-08-24,256003FF3D2260A0,8947,612959,0,0,26,0
2024-08-24,2574185BE5B7DC9C,9096,1917696,0,0,28,0
2024-08-24,,8655,642375,0,0,29,0
2024-08-24,257AB229C304C5F3,8839,2036445,0,0,34,0
2024-08-24,25986C24FA5E785E,4436,68078,0,0,27,0
2024-08-24,25E5D685E7EB219C,465,321,0,0,26,0
2024-08-24,25F44AD15A89AD5C,9156,595890,0,0,20,0
2024-08-24,2646AFDA6CF0E847,9344,1564726,0,0,36,0
2024-08-24,264A420CC68095A7,9319,2106948,0,0,56,1
2024-08-24,26835A0810118167,8976,1181297,0,0,27,0
2024-08-24,268CB7244FE4566C,964,29582,78.57142857,0,24,0
2024-08-24,268DDAD875C51947,9301,315334,0,0,31,0
2024-08-24,269A659E0DFCF30C,7393,219342,0,0,22,0
2024-08-24,26B37E21869EC7EC,9022,823229,0,0,25,0
2024-08-24,26B60B958AA57654,7949,248984,0,0,34,0
2024-08-24,26D5333E8027120D,9072,3966622,0,0,26,0
2024-08-24,26DD3442F1F069F0,9068,451518,0,0,17,0
2024-08-24,26E75A454FD8C820,4077,239,0,1.285714286,26,0
2024-08-24,26FC2E90A2C319CA,8964,2470914,0,0,31,0
2024-08-24,2701BC834540E6F4,8867,1225377,0,0,29,0
2024-08-24,2719E6399EE8D5B0,8834,469909,0,0,23,0
2024-08-24,2725975BFD40DD73,9157,740162,0,0,32,0
2024-08-24,2727232B22F4FF9B,7690,79490,0,0,40,0
2024-08-24,27275228FC0C7204,8555,442406,0,0,24,0
2024-08-24,2741FDF74607A53A,8849,278727,0,0,27,0
2024-08-24,274E2C0ACB0F645A,8721,387745,0,0,34,0
2024-08-24,2765683B7804FFC5,8750,269390,0,0,27,1
2024-08-24,27D1447A06EB46D1,9068,755854,0,0,28,0
2024-08-24,27E16982AC77ABFA,1142,62330,0,0,28,0
2024-08-24,28379CB15870207A,9008,2648141,0,0,23,0
2024-08-24,2841BF057D71672B,8887,2465298,0,0,30,0
2024-08-24,286A9159CB2685BC,9362,758749,0,0,30,0
2024-08-24,2888741ADB2A475D,8536,62539,0,0,35,0
2024-08-24,28A5C34F512E9A05,694,41382,0,0,24,0
2024-08-24,28B07E16AF975A09,8828,594774,0,0,19,0
2024-08-24,28B24DF5D4A45937,9156,558939,0,0,61,0
2024-08-24,28E9645BE73551A4,9198,1645615,0,0,27,0
2024-08-24,28EF9D20500B2D0B,7745,375293,0,0,23,0
2024-08-24,28FF1BBD6BB584E5,5713,130352,0,0,36,0
2024-08-24,292A77DC6C716D16,8896,580342,0,0,30,0
2024-08-24,2966DC08C12ABD81,8621,147749,0,0,31,0
2024-08-24,296ADBA9F4DEFF50,8634,515080,0,0,26,0
2024-08-24,296FDEF4D17F4D4F,9132,657981,0,0,26,0
2024-08-24,29EC41DF38D77B52,876,89088,0,0,19,0
2024-08-24,2A21E2D4165B4100,8690,693626,0,0,23,0
2024-08-24,2A378357EAE26549,268,78565,0,0,48,0
2024-08-24,2A38FB352E84C5F1,9079,908174,0,0,28,0
2024-08-24,2A68619AB7798AF2,840,12763,0,0,33,0
2024-08-24,2A7139D081F4B356,5772,76509,0,0,31,0
2024-08-24,2A7A3475C42C5839,8535,454067,0,0,23,0
2024-08-24,2AB19F68D6580995,9030,138032,0,0,40,0
2024-08-24,2AB520CDBDBF870F,5143,167679,0,0,28,1
2024-08-24,2AC06D8AC5399688,9228,907916,0,0,28,0
2024-08-24,2AE5322800D75B44,6139,358108,0,0,21,0
2024-08-24,2AEB145F3271B0F7,7275,34758,0,0,23,0
2024-08-24,2AF3B968E554421E,2013,30043,0,0,28,1
2024-08-24,2AF3F9AB3FBD215B,9507,444265,0,0,30,0
2024-08-24,2B2DF6F84481E51A,5588,102393,0,0,29,0
2024-08-24,2B6F4FC306F9DE38,8645,661816,0,0,25,0
2024-08-24,2B792E8A11D3FAB1,7831,176035,0,0,27,1
2024-08-24,2B9C7E04BFC00B5A,9195,1423311,0,0,24,0
2024-08-24,2BB1C273F3DD21F1,8761,328334,0,0,31,0
2024-08-24,2BD31BE969B319A2,4029,146338,0,0,28,0
2024-08-24,2BF57D8A264D2E75,4514,20,0,0,53,0
2024-08-24,2C0D1D043AC8FB5A,8723,331153,0,0,54,0
2024-08-24,2C4DD4C5A9C7CE62,9059,277509,0,0,30,1
2024-08-24,2C54808E52BA6C2A,8379,187935,0,0,20,0
2024-08-24,2C5662C549A770AD,7603,411103,0,0,51,1
2024-08-24,2C64242FA113749C,8882,1289363,0,0,28,0
